,codigo_ibge,nome,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario
294,3525854,JUMIRIM,-23.0884,-47.7868,0,35,802,15,America/Sao_Paulo
295,3525904,JUNDIAI,-23.1852,-46.8974,0,35,6619,11,America/Sao_Paulo
296,3526001,JUNQUEIROPOLIS,-21.5103,-51.4342,0,35,6621,18,America/Sao_Paulo
297,3526100,JUQUIA,-24.3101,-47.6426,0,35,6623,13,America/Sao_Paulo
298,3526209,JUQUITIBA,-23.9244,-47.0653,0,35,6625,11,America/Sao_Paulo
299,3526308,LAGOINHA,-23.0846,-45.1944,0,35,6627,12,America/Sao_Paulo
300,3526407,LARANJAL PAULISTA,-23.0506,-47.8375,0,35,6629,15,America/Sao_Paulo
301,3526506,LAVINIA,-21.1639,-51.0412,0,35,6631,18,America/Sao_Paulo
302,3526605,LAVRINHAS,-22.57,-44.9024,0,35,6633,12,America/Sao_Paulo
303,3526704,LEME,-22.1809,-47.3841,0,35,6635,19,America/Sao_Paulo
304,3526803,LENCOIS PAULISTA,-22.6027,-48.8037,0,35,6637,14,America/Sao_Paulo
305,3526902,LIMEIRA,-22.566,-47.397,0,35,6639,19,America/Sao_Paulo
306,3527009,LINDOIA,-22.5226,-46.65,0,35,6641,19,America/Sao_Paulo
307,3527108,LINS,-21.6718,-49.7526,0,35,6643,14,America/Sao_Paulo
308,3527207,LORENA,-22.7334,-45.1197,0,35,6645,12,America/Sao_Paulo
309,3527256,LOURDES,-20.966,-50.2263,0,35,2937,18,America/Sao_Paulo
310,3527306,LOUVEIRA,-23.0856,-46.9484,0,35,6647,19,America/Sao_Paulo
311,3527405,LUCELIA,-21.7182,-51.0215,0,35,6649,18,America/Sao_Paulo
312,3527504,LUCIANOPOLIS,-22.4294,-49.522,0,35,6651,14,America/Sao_Paulo
313,3527603,LUIS ANTONIO,-21.55,-47.7801,0,35,6653,16,America/Sao_Paulo
314,3527702,LUIZIANIA,-21.6737,-50.3294,0,35,6655,18,America/Sao_Paulo
315,3527801,LUPERCIO,-22.4146,-49.818,0,35,6657,14,America/Sao_Paulo
316,3527900,LUTECIA,-22.3384,-50.394,0,35,6659,18,America/Sao_Paulo
317,3528007,MACATUBA,-22.5002,-48.7102,0,35,6661,14,America/Sao_Paulo
318,3528106,MACAUBAL,-20.8022,-49.9687,0,35,6663,17,America/Sao_Paulo
319,3528205,MACEDONIA,-20.1444,-50.1973,0,35,6665,17,America/Sao_Paulo
320,3528304,MAGDA,-20.6445,-50.2305,0,35,6667,17,America/Sao_Paulo
321,3528403,MAIRINQUE,-23.5398,-47.185,0,35,6669,11,America/Sao_Paulo
322,3528502,MAIRIPORA,-23.3171,-46.5897,0,35,6671,11,America/Sao_Paulo
323,3528601,MANDURI,-23.0056,-49.3202,0,35,6673,14,America/Sao_Paulo
324,3528700,MARABA PAULISTA,-22.1068,-51.9617,0,35,6675,18,America/Sao_Paulo
325,3528809,MARACAI,-22.6149,-50.6713,0,35,6677,18,America/Sao_Paulo
326,3528858,MARAPOAMA,-21.2587,-49.13,0,35,2977,17,America/Sao_Paulo
327,3528908,MARIAPOLIS,-21.7959,-51.1824,0,35,6679,18,America/Sao_Paulo
328,3529005,MARILIA,-22.2171,-49.9501,0,35,6681,14,America/Sao_Paulo
329,3529104,MARINOPOLIS,-20.4389,-50.8254,0,35,6683,17,America/Sao_Paulo
330,3529203,MARTINOPOLIS,-22.1462,-51.1709,0,35,6685,18,America/Sao_Paulo
331,3529302,MATAO,-21.6025,-48.364,0,35,6687,16,America/Sao_Paulo
332,3529401,MAUA,-23.6677,-46.4613,0,35,6689,11,America/Sao_Paulo
333,3529500,MENDONCA,-21.1757,-49.5791,0,35,6691,17,America/Sao_Paulo
334,3529609,MERIDIANO,-20.3579,-50.1811,0,35,6693,17,America/Sao_Paulo
335,3529658,MESOPOLIS,-19.9684,-50.6326,0,35,2983,17,America/Sao_Paulo
336,3529708,MIGUELOPOLIS,-20.1796,-48.031,0,35,6695,16,America/Sao_Paulo
337,3529807,MINEIROS DO TIETE,-22.412,-48.451,0,35,6697,14,America/Sao_Paulo
338,3530003,MIRA ESTRELA,-19.9789,-50.139,0,35,6701,17,America/Sao_Paulo
339,3529906,MIRACATU,-24.2766,-47.4625,0,35,6699,13,America/Sao_Paulo
340,3530102,MIRANDOPOLIS,-21.1313,-51.1035,0,35,6703,18,America/Sao_Paulo
341,3530201,MIRANTE DO PARANAPANEMA,-22.2904,-51.9084,0,35,6705,18,America/Sao_Paulo
342,3530300,MIRASSOL,-20.8169,-49.5206,0,35,6707,17,America/Sao_Paulo
343,3530409,MIRASSOLANDIA,-20.6179,-49.4617,0,35,6709,17,America/Sao_Paulo
344,3530508,MOCOCA,-21.4647,-47.0024,0,35,6711,19,America/Sao_Paulo
345,3530607,MOGI DAS CRUZES,-23.5208,-46.1854,0,35,6713,11,America/Sao_Paulo
346,3530706,MOGI GUACU,-22.3675,-46.9428,0,35,6715,19,America/Sao_Paulo
347,3530805,MOGI MIRIM,-22.4332,-46.9532,0,35,6717,19,America/Sao_Paulo
348,3530904,MOMBUCA,-22.9285,-47.559,0,35,6719,19,America/Sao_Paulo
349,3531001,MONCOES,-20.8509,-50.0975,0,35,6721,17,America/Sao_Paulo
350,3531100,MONGAGUA,-24.0809,-46.6265,0,35,6723,13,America/Sao_Paulo
351,3531209,MONTE ALEGRE DO SUL,-22.6817,-46.681,0,35,6725,19,America/Sao_Paulo
352,3531308,MONTE ALTO,-21.2655,-48.4971,0,35,6727,16,America/Sao_Paulo
353,3531407,MONTE APRAZIVEL,-20.768,-49.7184,0,35,6729,17,America/Sao_Paulo
354,3531506,MONTE AZUL PAULISTA,-20.9065,-48.6387,0,35,6731,17,America/Sao_Paulo
355,3531605,MONTE CASTELO,-21.2981,-51.5679,0,35,6733,18,America/Sao_Paulo
356,3531803,MONTE MOR,-22.945,-47.3122,0,35,6737,19,America/Sao_Paulo
357,3531704,MONTEIRO LOBATO,-22.9544,-45.8407,0,35,6735,12,America/Sao_Paulo
358,3531902,MORRO AGUDO,-20.7288,-48.0581,0,35,6739,16,America/Sao_Paulo
359,3532009,MORUNGABA,-22.8811,-46.7896,0,35,6741,11,America/Sao_Paulo
360,3532058,MOTUCA,-21.5103,-48.1538,0,35,7263,16,America/Sao_Paulo
361,3532108,MURUTINGA DO SUL,-20.9908,-51.2774,0,35,6743,18,America/Sao_Paulo
362,3532157,NANTES,-22.6156,-51.24,0,35,804,18,America/Sao_Paulo
363,3532207,NARANDIBA,-22.4057,-51.5274,0,35,6745,18,America/Sao_Paulo
364,3532306,NATIVIDADE DA SERRA,-23.3707,-45.4468,0,35,6747,12,America/Sao_Paulo
365,3532405,NAZARE PAULISTA,-23.1747,-46.3983,0,35,6749,11,America/Sao_Paulo
366,3532504,NEVES PAULISTA,-20.843,-49.6358,0,35,6751,17,America/Sao_Paulo
367,3532603,NHANDEARA,-20.6945,-50.0436,0,35,6753,17,America/Sao_Paulo
368,3532702,NIPOA,-20.9114,-49.7833,0,35,6755,17,America/Sao_Paulo
369,3532801,NOVA ALIANCA,-21.0156,-49.4986,0,35,6757,17,America/Sao_Paulo
370,3532827,NOVA CAMPINA,-24.1224,-48.9022,0,35,3061,15,America/Sao_Paulo
371,3532843,NOVA CANAA PAULISTA,-20.3836,-50.9483,0,35,2985,17,America/Sao_Paulo
372,3532868,NOVA CASTILHO,-20.7615,-50.3477,0,35,806,17,America/Sao_Paulo
373,3532900,NOVA EUROPA,-21.7765,-48.5705,0,35,6759,16,America/Sao_Paulo
374,3533007,NOVA GRANADA,-20.5321,-49.3123,0,35,6761,17,America/Sao_Paulo
375,3533106,NOVA GUATAPORANGA,-21.332,-51.6447,0,35,6763,18,America/Sao_Paulo
376,3533205,NOVA INDEPENDENCIA,-21.1026,-51.4905,0,35,6765,18,America/Sao_Paulo
377,3533304,NOVA LUZITANIA,-20.856,-50.2617,0,35,6767,17,America/Sao_Paulo
378,3533403,NOVA ODESSA,-22.7832,-47.2941,0,35,6769,19,America/Sao_Paulo
379,3533254,NOVAIS,-20.9893,-48.9141,0,35,2979,17,America/Sao_Paulo
380,3533502,NOVO HORIZONTE,-21.4651,-49.2234,0,35,6771,17,America/Sao_Paulo
381,3533601,NUPORANGA,-20.7296,-47.7429,0,35,6773,16,America/Sao_Paulo
382,3533700,OCAUCU,-22.438,-49.922,0,35,6775,14,America/Sao_Paulo
383,3533809,OLEO,-22.9435,-49.3419,0,35,6777,14,America/Sao_Paulo
384,3533908,OLIMPIA,-20.7366,-48.9106,0,35,6779,17,America/Sao_Paulo
385,3534005,ONDA VERDE,-20.6042,-49.2929,0,35,6781,17,America/Sao_Paulo
386,3534104,ORIENTE,-22.1549,-50.0971,0,35,6783,14,America/Sao_Paulo
387,3534203,ORINDIUVA,-20.1861,-49.3464,0,35,6785,17,America/Sao_Paulo
388,3534302,ORLANDIA,-20.7169,-47.8852,0,35,6787,16,America/Sao_Paulo
389,3534401,OSASCO,-23.5324,-46.7916,0,35,6789,11,America/Sao_Paulo
390,3534500,OSCAR BRESSANE,-22.3149,-50.2811,0,35,6791,14,America/Sao_Paulo
391,3534609,OSVALDO CRUZ,-21.7968,-50.8793,0,35,6793,18,America/Sao_Paulo
392,3534708,OURINHOS,-22.9797,-49.8697,0,35,6795,14,America/Sao_Paulo
393,3534807,OURO VERDE,-21.4872,-51.7024,0,35,6797,18,America/Sao_Paulo
394,3534757,OUROESTE,-20.0061,-50.3768,0,35,808,17,America/Sao_Paulo
395,3534906,PACAEMBU,-21.5627,-51.2654,0,35,6799,18,America/Sao_Paulo
396,3535002,PALESTINA,-20.39,-49.4309,0,35,6801,17,America/Sao_Paulo
397,3535101,PALMARES PAULISTA,-21.0854,-48.8037,0,35,6803,17,America/Sao_Paulo
398,3535200,PALMEIRA D'OESTE,-20.4148,-50.7632,0,35,6805,17,America/Sao_Paulo
399,3535309,PALMITAL,-22.7858,-50.218,0,35,6807,18,America/Sao_Paulo
400,3535408,PANORAMA,-21.354,-51.8562,0,35,6809,18,America/Sao_Paulo
401,3535507,PARAGUACU PAULISTA,-22.4114,-50.5732,0,35,6811,18,America/Sao_Paulo
402,3535606,PARAIBUNA,-23.3872,-45.6639,0,35,6813,12,America/Sao_Paulo
403,3535705,PARAISO,-21.0159,-48.7761,0,35,6815,17,America/Sao_Paulo
404,3535804,PARANAPANEMA,-23.3862,-48.7214,0,35,6817,14,America/Sao_Paulo
405,3535903,PARANAPUA,-20.1048,-50.5886,0,35,6819,17,America/Sao_Paulo
406,3536000,PARAPUA,-21.7792,-50.7949,0,35,6821,18,America/Sao_Paulo
407,3536109,PARDINHO,-23.0841,-48.3679,0,35,6823,14,America/Sao_Paulo
408,3536208,PARIQUERA-ACU,-24.7147,-47.8742,0,35,6825,13,America/Sao_Paulo
409,3536257,PARISI,-20.3034,-50.0163,0,35,2989,17,America/Sao_Paulo
410,3536307,PATROCINIO PAULISTA,-20.6384,-47.2801,0,35,6827,16,America/Sao_Paulo
411,3536406,PAULICEIA,-21.3153,-51.8321,0,35,6829,18,America/Sao_Paulo
412,3536505,PAULINIA,-22.7542,-47.1488,0,35,6831,19,America/Sao_Paulo
413,3536570,PAULISTANIA,-22.5768,-49.4008,0,35,810,14,America/Sao_Paulo
414,3536604,PAULO DE FARIA,-20.0296,-49.4,0,35,6833,17,America/Sao_Paulo
415,3536703,PEDERNEIRAS,-22.3511,-48.7781,0,35,6835,14,America/Sao_Paulo
416,3536802,PEDRA BELA,-22.7902,-46.4455,0,35,6837,11,America/Sao_Paulo
417,3536901,PEDRANOPOLIS,-20.2474,-50.1129,0,35,6839,17,America/Sao_Paulo
418,3537008,PEDREGULHO,-20.2535,-47.4775,0,35,6841,16,America/Sao_Paulo
419,3537107,PEDREIRA,-22.7413,-46.8948,0,35,6843,19,America/Sao_Paulo
420,3537156,PEDRINHAS PAULISTA,-22.8174,-50.7933,0,35,2963,18,America/Sao_Paulo
421,3537206,PEDRO DE TOLEDO,-24.2764,-47.2354,0,35,6845,13,America/Sao_Paulo
422,3537305,PENAPOLIS,-21.4148,-50.0769,0,35,6847,18,America/Sao_Paulo
423,3537404,PEREIRA BARRETO,-20.6368,-51.1123,0,35,6849,18,America/Sao_Paulo
424,3537503,PEREIRAS,-23.0804,-47.972,0,35,6851,14,America/Sao_Paulo
425,3537602,PERUIBE,-24.312,-47.0012,0,35,6853,13,America/Sao_Paulo
426,3537701,PIACATU,-21.5921,-50.6003,0,35,6855,18,America/Sao_Paulo
427,3537800,PIEDADE,-23.7139,-47.4256,0,35,6857,15,America/Sao_Paulo
428,3537909,PILAR DO SUL,-23.8077,-47.7222,0,35,6859,15,America/Sao_Paulo
429,3538006,PINDAMONHANGABA,-22.9246,-45.4613,0,35,6861,12,America/Sao_Paulo
430,3538105,PINDORAMA,-21.1853,-48.9086,0,35,6863,17,America/Sao_Paulo
431,3538204,PINHALZINHO,-22.7811,-46.5897,0,35,6867,11,America/Sao_Paulo
432,3538303,PIQUEROBI,-21.8747,-51.7282,0,35,6869,18,America/Sao_Paulo
433,3538501,PIQUETE,-22.6069,-45.1869,0,35,6871,12,America/Sao_Paulo
434,3538600,PIRACAIA,-23.0525,-46.3594,0,35,6873,11,America/Sao_Paulo
435,3538709,PIRACICABA,-22.7338,-47.6476,0,35,6875,19,America/Sao_Paulo
436,3538808,PIRAJU,-23.1981,-49.3803,0,35,6877,14,America/Sao_Paulo
437,3538907,PIRAJUI,-21.999,-49.4608,0,35,6879,14,America/Sao_Paulo
438,3539004,PIRANGI,-21.0886,-48.6607,0,35,6881,17,America/Sao_Paulo
439,3539103,PIRAPORA DO BOM JESUS,-23.3965,-46.9991,0,35,6883,11,America/Sao_Paulo
440,3539202,PIRAPOZINHO,-22.2711,-51.4976,0,35,6885,18,America/Sao_Paulo
441,3539301,PIRASSUNUNGA,-21.996,-47.4257,0,35,6887,19,America/Sao_Paulo
442,3539400,PIRATININGA,-22.4142,-49.1339,0,35,6889,14,America/Sao_Paulo
443,3539509,PITANGUEIRAS,-21.0132,-48.221,0,35,6891,16,America/Sao_Paulo
444,3539608,PLANALTO,-21.0342,-49.933,0,35,6893,18,America/Sao_Paulo
445,3539707,PLATINA,-22.6371,-50.2104,0,35,6895,18,America/Sao_Paulo
446,3539806,POA,-23.5333,-46.3473,0,35,6897,11,America/Sao_Paulo
447,3539905,POLONI,-20.7829,-49.8258,0,35,6899,17,America/Sao_Paulo
448,3540002,POMPEIA,-22.107,-50.176,0,35,6901,14,America/Sao_Paulo
449,3540101,PONGAI,-21.7396,-49.3604,0,35,6903,14,America/Sao_Paulo
450,3540200,PONTAL,-21.0216,-48.0423,0,35,6905,16,America/Sao_Paulo
451,3540259,PONTALINDA,-20.4396,-50.5258,0,35,2987,17,America/Sao_Paulo
452,3540309,PONTES GESTAL,-20.1727,-49.7064,0,35,6907,17,America/Sao_Paulo
453,3540408,POPULINA,-19.9453,-50.538,0,35,6909,17,America/Sao_Paulo
454,3540507,PORANGABA,-23.1761,-48.1195,0,35,6911,15,America/Sao_Paulo
455,3540606,PORTO FELIZ,-23.2093,-47.5251,0,35,6913,15,America/Sao_Paulo
456,3540705,PORTO FERREIRA,-21.8498,-47.487,0,35,6915,19,America/Sao_Paulo
457,3540754,POTIM,-22.8343,-45.2552,0,35,2993,12,America/Sao_Paulo
458,3540804,POTIRENDABA,-21.0428,-49.3815,0,35,6917,17,America/Sao_Paulo
459,3540853,PRACINHA,-21.8496,-51.0868,0,35,812,18,America/Sao_Paulo
460,3540903,PRADOPOLIS,-21.3626,-48.0679,0,35,6919,16,America/Sao_Paulo
461,3541000,PRAIA GRANDE,-24.0084,-46.4121,0,35,6921,13,America/Sao_Paulo
462,3541059,PRATANIA,-22.8112,-48.6636,0,35,814,14,America/Sao_Paulo
463,3541109,PRESIDENTE ALVES,-22.0999,-49.4381,0,35,6923,14,America/Sao_Paulo
464,3541208,PRESIDENTE BERNARDES,-22.0082,-51.5565,0,35,6925,18,America/Sao_Paulo
465,3541307,PRESIDENTE EPITACIO,-21.7651,-52.1111,0,35,6927,18,America/Sao_Paulo
466,3541406,PRESIDENTE PRUDENTE,-22.1207,-51.3925,0,35,6929,18,America/Sao_Paulo
467,3541505,PRESIDENTE VENCESLAU,-21.8732,-51.8447,0,35,6931,18,America/Sao_Paulo
468,3541604,PROMISSAO,-21.5356,-49.8599,0,35,6933,14,America/Sao_Paulo
469,3541653,QUADRA,-23.2993,-48.0547,0,35,816,15,America/Sao_Paulo
470,3541703,QUATA,-22.2456,-50.6966,0,35,6935,18,America/Sao_Paulo
471,3541802,QUEIROZ,-21.7969,-50.2415,0,35,6937,14,America/Sao_Paulo
472,3541901,QUELUZ,-22.5312,-44.7781,0,35,6939,12,America/Sao_Paulo
473,3542008,QUINTANA,-22.0692,-50.307,0,35,6941,14,America/Sao_Paulo
474,3542107,RAFARD,-23.0105,-47.5318,0,35,6943,19,America/Sao_Paulo
475,3542206,RANCHARIA,-22.2269,-50.893,0,35,6945,18,America/Sao_Paulo
476,3542305,REDENCAO DA SERRA,-23.2638,-45.5422,0,35,6947,12,America/Sao_Paulo
477,3542404,REGENTE FEIJO,-22.2181,-51.3055,0,35,6949,18,America/Sao_Paulo
478,3542503,REGINOPOLIS,-21.8914,-49.2268,0,35,6951,14,America/Sao_Paulo
479,3542602,REGISTRO,-24.4979,-47.8449,0,35,6953,13,America/Sao_Paulo
480,3542701,RESTINGA,-20.6056,-47.4833,0,35,6955,16,America/Sao_Paulo
481,3542800,RIBEIRA,-24.6517,-49.0044,0,35,6957,15,America/Sao_Paulo
482,3542909,RIBEIRAO BONITO,-22.0685,-48.182,0,35,6959,16,America/Sao_Paulo
483,3543006,RIBEIRAO BRANCO,-24.2206,-48.7635,0,35,6961,15,America/Sao_Paulo
484,3543105,RIBEIRAO CORRENTE,-20.4579,-47.5904,0,35,6963,16,America/Sao_Paulo
485,3543204,RIBEIRAO DO SUL,-22.789,-49.933,0,35,6965,14,America/Sao_Paulo
486,3543238,RIBEIRAO DOS INDIOS,-21.8382,-51.6103,0,35,818,18,America/Sao_Paulo
487,3543253,RIBEIRAO GRANDE,-24.1011,-48.3679,0,35,3057,15,America/Sao_Paulo
488,3543303,RIBEIRAO PIRES,-23.7067,-46.4058,0,35,6967,11,America/Sao_Paulo
489,3543402,RIBEIRAO PRETO,-21.1699,-47.8099,0,35,6969,16,America/Sao_Paulo
490,3543600,RIFAINA,-20.0803,-47.4291,0,35,6973,16,America/Sao_Paulo
491,3543709,RINCAO,-21.5894,-48.0728,0,35,6975,16,America/Sao_Paulo
492,3543808,RINOPOLIS,-21.7284,-50.7239,0,35,6977,18,America/Sao_Paulo
493,3543907,RIO CLARO,-22.3984,-47.5546,0,35,6979,19,America/Sao_Paulo
494,3544004,RIO DAS PEDRAS,-22.8417,-47.6047,0,35,6981,19,America/Sao_Paulo
495,3544103,RIO GRANDE DA SERRA,-23.7437,-46.3971,0,35,6983,11,America/Sao_Paulo
496,3544202,RIOLANDIA,-19.9868,-49.6836,0,35,6985,17,America/Sao_Paulo
497,3543501,RIVERSUL,-23.829,-49.429,0,35,6971,15,America/Sao_Paulo
498,3544251,ROSANA,-22.5782,-53.0603,0,35,7265,18,America/Sao_Paulo
499,3544301,ROSEIRA,-22.8938,-45.307,0,35,6987,12,America/Sao_Paulo
500,3544400,RUBIACEA,-21.3006,-50.7296,0,35,6989,18,America/Sao_Paulo
501,3544509,RUBINEIA,-20.1759,-51.007,0,35,6991,17,America/Sao_Paulo
502,3544608,SABINO,-21.4593,-49.5755,0,35,6993,14,America/Sao_Paulo
503,3544707,SAGRES,-21.8823,-50.9594,0,35,6995,18,America/Sao_Paulo
504,3544806,SALES,-21.3427,-49.4897,0,35,6997,17,America/Sao_Paulo
505,3544905,SALES OLIVEIRA,-20.7696,-47.8369,0,35,6999,16,America/Sao_Paulo
506,3545001,SALESOPOLIS,-23.5288,-45.8465,0,35,7001,11,America/Sao_Paulo
507,3545100,SALMOURAO,-21.6267,-50.8614,0,35,7003,18,America/Sao_Paulo
508,3545159,SALTINHO,-22.8442,-47.6754,0,35,5445,19,America/Sao_Paulo
509,3545209,SALTO,-23.1996,-47.2931,0,35,7005,11,America/Sao_Paulo
510,3545308,SALTO DE PIRAPORA,-23.6474,-47.5743,0,35,7007,15,America/Sao_Paulo
511,3545407,SALTO GRANDE,-22.8894,-49.9831,0,35,7009,14,America/Sao_Paulo
512,3545506,SANDOVALINA,-22.4551,-51.7648,0,35,7011,18,America/Sao_Paulo
513,3545605,SANTA ADELIA,-21.2427,-48.8063,0,35,7013,17,America/Sao_Paulo
514,3545704,SANTA ALBERTINA,-20.0311,-50.7297,0,35,7015,17,America/Sao_Paulo
515,3545803,SANTA BARBARA D'OESTE,-22.7553,-47.4143,0,35,7017,19,America/Sao_Paulo
516,3546009,SANTA BRANCA,-23.3933,-45.8875,0,35,7021,12,America/Sao_Paulo
517,3546108,SANTA CLARA D'OESTE,-20.09,-50.9491,0,35,7023,17,America/Sao_Paulo
518,3546207,SANTA CRUZ DA CONCEICAO,-22.1405,-47.4512,0,35,7025,19,America/Sao_Paulo
519,3546256,SANTA CRUZ DA ESPERANCA,-21.2951,-47.4304,0,35,820,16,America/Sao_Paulo
520,3546306,SANTA CRUZ DAS PALMEIRAS,-21.8235,-47.248,0,35,7027,19,America/Sao_Paulo
521,3546405,SANTA CRUZ DO RIO PARDO,-22.8988,-49.6354,0,35,7029,14,America/Sao_Paulo
522,3546504,SANTA ERNESTINA,-21.4618,-48.3953,0,35,7031,16,America/Sao_Paulo
523,3546603,SANTA FE DO SUL,-20.2083,-50.932,0,35,7033,17,America/Sao_Paulo
524,3546702,SANTA GERTRUDES,-22.4572,-47.5272,0,35,7035,19,America/Sao_Paulo
525,3546801,SANTA ISABEL,-23.3172,-46.2237,0,35,7037,11,America/Sao_Paulo
526,3546900,SANTA LUCIA,-21.685,-48.0885,0,35,7039,16,America/Sao_Paulo
527,3547007,SANTA MARIA DA SERRA,-22.5661,-48.1593,0,35,7041,19,America/Sao_Paulo
528,3547106,SANTA MERCEDES,-21.3495,-51.7564,0,35,7043,18,America/Sao_Paulo
529,3547403,SANTA RITA D'OESTE,-20.1414,-50.8358,0,35,7049,17,America/Sao_Paulo
530,3547502,SANTA RITA DO PASSA QUATRO,-21.7083,-47.478,0,35,7051,19,America/Sao_Paulo
531,3547601,SANTA ROSA DE VITERBO,-21.4776,-47.3622,0,35,7053,16,America/Sao_Paulo
532,3547650,SANTA SALETE,-20.2429,-50.6887,0,35,822,17,America/Sao_Paulo
533,3547205,SANTANA DA PONTE PENSA,-20.2523,-50.8014,0,35,7045,17,America/Sao_Paulo
534,3547304,SANTANA DE PARNAIBA,-23.4439,-46.9178,0,35,7047,11,America/Sao_Paulo
535,3547700,SANTO ANASTACIO,-21.9747,-51.6527,0,35,7055,18,America/Sao_Paulo
536,3547809,SANTO ANDRE,-23.6737,-46.5432,0,35,7057,11,America/Sao_Paulo
537,3547908,SANTO ANTONIO DA ALEGRIA,-21.0864,-47.1464,0,35,7059,16,America/Sao_Paulo
538,3548005,SANTO ANTONIO DE POSSE,-22.6029,-46.9192,0,35,7061,19,America/Sao_Paulo
539,3548054,SANTO ANTONIO DO ARACANGUA,-20.9331,-50.498,0,35,2939,18,America/Sao_Paulo
540,3548104,SANTO ANTONIO DO JARDIM,-22.1121,-46.6845,0,35,7063,19,America/Sao_Paulo
541,3548203,SANTO ANTONIO DO PINHAL,-22.827,-45.663,0,35,7065,12,America/Sao_Paulo
542,3548302,SANTO EXPEDITO,-21.8467,-51.3929,0,35,7067,18,America/Sao_Paulo
543,3548401,SANTOPOLIS DO AGUAPEI,-21.6376,-50.5044,0,35,7069,18,America/Sao_Paulo
544,3548500,SANTOS,-23.9535,-46.335,0,35,7071,13,America/Sao_Paulo
545,3548609,SAO BENTO DO SAPUCAI,-22.6837,-45.7287,0,35,7073,12,America/Sao_Paulo
546,3548708,SAO BERNARDO DO CAMPO,-23.6914,-46.5646,0,35,7075,11,America/Sao_Paulo
547,3548807,SAO CAETANO DO SUL,-23.6229,-46.5548,0,35,7077,11,America/Sao_Paulo
548,3548906,SAO CARLOS,-22.0174,-47.886,0,35,7079,16,America/Sao_Paulo
549,3549003,SAO FRANCISCO,-20.3623,-50.6952,0,35,7081,17,America/Sao_Paulo
550,3549102,SAO JOAO DA BOA VISTA,-21.9707,-46.7944,0,35,7083,19,America/Sao_Paulo
551,3549201,SAO JOAO DAS DUAS PONTES,-20.3879,-50.3792,0,35,7085,17,America/Sao_Paulo
552,3549250,SAO JOAO DE IRACEMA,-20.5111,-50.3561,0,35,2941,17,America/Sao_Paulo
553,3549300,SAO JOAO DO PAU D'ALHO,-21.2662,-51.6672,0,35,7087,18,America/Sao_Paulo
554,3549409,SAO JOAQUIM DA BARRA,-20.5812,-47.8593,0,35,7089,16,America/Sao_Paulo
555,3549508,SAO JOSE DA BELA VISTA,-20.5935,-47.6424,0,35,7091,16,America/Sao_Paulo
556,3549607,SAO JOSE DO BARREIRO,-22.6414,-44.5774,0,35,7093,12,America/Sao_Paulo
557,3549706,SAO JOSE DO RIO PARDO,-21.5953,-46.8873,0,35,7095,19,America/Sao_Paulo
558,3549805,SAO JOSE DO RIO PRETO,-20.8113,-49.3758,0,35,7097,17,America/Sao_Paulo
559,3549904,SAO JOSE DOS CAMPOS,-23.1896,-45.8841,0,35,7099,12,America/Sao_Paulo
560,3549953,SAO LOURENCO DA SERRA,-23.8491,-46.9432,0,35,5447,11,America/Sao_Paulo
561,3550001,SAO LUIZ DO PARAITINGA,-23.222,-45.3109,0,35,7101,12,America/Sao_Paulo
562,3550100,SAO MANUEL,-22.7321,-48.5723,0,35,7103,14,America/Sao_Paulo
563,3550209,SAO MIGUEL ARCANJO,-23.8782,-47.9935,0,35,7105,15,America/Sao_Paulo
564,3550308,SAO PAULO,-23.5329,-46.6395,1,35,7107,11,America/Sao_Paulo
565,3550407,SAO PEDRO,-22.5483,-47.9096,0,35,7109,19,America/Sao_Paulo
566,3550506,SAO PEDRO DO TURVO,-22.7453,-49.7428,0,35,7111,14,America/Sao_Paulo
567,3550605,SAO ROQUE,-23.5226,-47.1357,0,35,7113,11,America/Sao_Paulo
568,3550704,SAO SEBASTIAO,-23.7951,-45.4143,0,35,7115,12,America/Sao_Paulo
569,3550803,SAO SEBASTIAO DA GRAMA,-21.7041,-46.8208,0,35,7117,19,America/Sao_Paulo
570,3550902,SAO SIMAO,-21.4732,-47.5518,0,35,7119,16,America/Sao_Paulo
571,3551009,SAO VICENTE,-23.9574,-46.3883,0,35,7121,13,America/Sao_Paulo
572,3551108,SARAPUI,-23.6397,-47.8249,0,35,7123,15,America/Sao_Paulo
573,3551207,SARUTAIA,-23.2721,-49.4763,0,35,7125,14,America/Sao_Paulo
574,3551306,SEBASTIANOPOLIS DO SUL,-20.6523,-49.925,0,35,7127,17,America/Sao_Paulo
575,3551405,SERRA AZUL,-21.3074,-47.5602,0,35,7129,16,America/Sao_Paulo
576,3551603,SERRA NEGRA,-22.6139,-46.7033,0,35,7133,19,America/Sao_Paulo
577,3551504,SERRANA,-21.2043,-47.5952,0,35,7131,16,America/Sao_Paulo
578,3551702,SERTAOZINHO,-21.1316,-47.9875,0,35,7135,16,America/Sao_Paulo
579,3551801,SETE BARRAS,-24.382,-47.9279,0,35,7137,13,America/Sao_Paulo
580,3551900,SEVERINIA,-20.8108,-48.8054,0,35,7139,17,America/Sao_Paulo
581,3552007,SILVEIRAS,-22.6638,-44.8522,0,35,7141,12,America/Sao_Paulo
582,3552106,SOCORRO,-22.5903,-46.5251,0,35,7143,19,America/Sao_Paulo
583,3552205,SOROCABA,-23.4969,-47.4451,0,35,7145,15,America/Sao_Paulo
