,data,nome_feriado,tipo_feriado,descricao_feriado,UF,Cidade
5444,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Americana 
5445,16/06/2022,Corpus Christi,MUNICIPAL,Dia de Corpus Christi,SP,Americana 
5446,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Comemorações do Dia da Consciência Negra em Americana ocorrem no Terceiro Domingo do mês de Novembro,SP,Americana 
5447,21/03/2022,Feriado Municipal,MUNICIPAL,,SP,Américo Brasiliense 
5448,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 00022/2007,SP,Américo Brasiliense 
5449,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Américo de Campos 
5450,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Américo de Campos 
5451,08/04/2022,Feriado Municipal,MUNICIPAL,,SP,Amparo 
5452,08/09/2022,Feriado Municipal,MUNICIPAL,,SP,Amparo 
5453,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 03043/2004,SP,Amparo 
5454,21/06/2022,Feriado Municipal,MUNICIPAL,,SP,Analândia 
5455,26/07/2022,Feriado Municipal,MUNICIPAL,,SP,Analândia 
5456,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Analândia 
5457,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Analândia 
5458,20/01/2022,Feriado Municipal,MUNICIPAL,,SP,Andradina 
5459,11/07/2022,Feriado Municipal,MUNICIPAL,,SP,Andradina 
5460,11/03/2022,Feriado Municipal,MUNICIPAL,,SP,Angatuba 
5461,15/04/2022,Feriado Municipal,MUNICIPAL,,SP,Anhembi 
5462,08/09/2022,Feriado Municipal,MUNICIPAL,,SP,Anhembi 
5463,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Anhembi 
5464,06/08/2022,Feriado Municipal,MUNICIPAL,,SP,Anhumas 
5465,13/12/2022,Feriado Municipal,MUNICIPAL,,SP,Anhumas 
5466,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 03410/2006,SP,Aparecida 
5467,17/12/2022,Feriado Municipal,MUNICIPAL,,SP,Aparecida 
5468,22/03/2022,Feriado Municipal,MUNICIPAL,,SP,Aparecida d'Oeste 
5469,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Apiaí 
5470,14/08/2022,Feriado Municipal,MUNICIPAL,,SP,Apiaí 
5471,19/05/2022,Feriado Municipal,MUNICIPAL,,SP,Araçariguama 
5472,16/09/2022,Feriado Municipal,MUNICIPAL,,SP,Araçariguama 
5473,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 06924/07,SP,Araçatuba 
5474,02/12/2022,Feriado Municipal,MUNICIPAL,,SP,Araçatuba 
5475,07/04/2022,Feriado Municipal,MUNICIPAL,,SP,Araçoiaba da Serra 
5476,15/09/2022,Feriado Municipal,MUNICIPAL,,SP,Araçoiaba da Serra 
5477,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No. 1.675 DE 14 de setembro de 2009,SP,Araçoiaba da Serra 
5478,04/04/2022,Feriado Municipal,MUNICIPAL,,SP,Aramina 
5479,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Aramina 
5480,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Aramina 
5481,19/03/2022,São José,MUNICIPAL,Dia de São José,SP,Arandu 
5482,15/08/2022,Feriado Municipal,MUNICIPAL,,SP,Arandu 
5483,30/11/2022,Feriado Municipal,MUNICIPAL,,SP,Arandu 
5484,22/08/2022,Feriado Municipal,MUNICIPAL,,SP,Araraquara 
5485,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 06633/07,SP,Araraquara 
5486,15/08/2022,Feriado Municipal,MUNICIPAL,,SP,Araras 
5487,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No. 4.258/2009,SP,Araras 
5488,01/04/2022,Feriado Municipal,MUNICIPAL,,SP,Arealva 
5489,25/11/2022,Feriado Municipal,MUNICIPAL,,SP,Arealva 
5490,15/08/2022,Feriado Municipal,MUNICIPAL,,SP,Areiópolis 
5491,14/09/2022,Feriado Municipal,MUNICIPAL,,SP,Areiópolis 
5492,10/04/2022,Feriado Municipal,MUNICIPAL,,SP,Ariranha 
5493,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Ariranha 
5494,10/04/2022,Feriado Municipal,MUNICIPAL,,SP,Artur Nogueira 
5495,15/09/2022,Feriado Municipal,MUNICIPAL,,SP,Artur Nogueira 
5496,08/06/2022,Feriado Municipal,MUNICIPAL,,SP,Arujá 
5497,06/08/2022,Feriado Municipal,MUNICIPAL,,SP,Arujá 
5498,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Arujá 
5499,01/07/2022,Feriado Municipal,MUNICIPAL,,SP,Assis 
5500,15/04/2022,Sexta-Feira Santa,MUNICIPAL,"Sexta-Feira Santa conforme Lei 978/67, de 03 de Maio de 1967",SP,Atibaia 
5501,16/06/2022,Corpus Christi,MUNICIPAL,"Corpus Christi conforme Lei 978/67, de 03 de Maio de 1967",SP,Atibaia 
5502,24/06/2022,Aniversário da Cidade,MUNICIPAL,"Aniversário de Atibaia, conforme Lei 978/67, de 03 de Maio de 1967",SP,Atibaia 
5503,02/11/2022,Finados,MUNICIPAL,"Dia de Finados, conforme Lei 978/67, de 03 de Maio de 1967",SP,Atibaia 
5504,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Auriflama 
5505,20/01/2022,Feriado Municipal,MUNICIPAL,,SP,Avaí 
5506,02/12/2022,Feriado Municipal,MUNICIPAL,,SP,Avaí 
5507,13/12/2022,Feriado Municipal,MUNICIPAL,,SP,Avanhandava 
5508,29/12/2022,Feriado Municipal,MUNICIPAL,,SP,Avanhandava 
5509,15/09/2022,Feriado Municipal,MUNICIPAL,,SP,Avaré 
5510,20/01/2022,Feriado Municipal,MUNICIPAL,,SP,Bady Bassitt 
5511,18/02/2022,Feriado Municipal,MUNICIPAL,,SP,Bady Bassitt 
5512,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Bady Bassitt 
5513,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Balbinos 
5514,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Balbinos 
5515,17/11/2022,Feriado Municipal,MUNICIPAL,,SP,Bálsamo 
5516,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Bálsamo 
5517,10/07/2022,Feriado Municipal,MUNICIPAL,,SP,Bananal 
5518,06/08/2022,Feriado Municipal,MUNICIPAL,,SP,Bananal 
5519,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 0004 de 03/03/2009,SP,Bananal 
5520,31/01/2022,Feriado Municipal,MUNICIPAL,,SP,Barbosa 
5521,29/08/2022,Feriado Municipal,MUNICIPAL,,SP,Barbosa 
5522,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Barbosa 
5523,16/06/2022,Feriado Municipal,MUNICIPAL,,SP,Bariri 
5524,15/09/2022,Feriado Municipal,MUNICIPAL,,SP,Bariri 
5525,19/03/2022,São José,MUNICIPAL,Dia de São José,SP,Barra Bonita 
5526,21/03/2022,Feriado Municipal,MUNICIPAL,,SP,Barra do Turvo 
5527,19/08/2022,Feriado Municipal,MUNICIPAL,,SP,Barra do Turvo 
5528,25/08/2022,Feriado Municipal,MUNICIPAL,,SP,Barretos 
5529,20/11/2022,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 4151, de 04.02.2009",SP,Barretos 
5530,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Barrinha 
5531,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Barrinha 
5532,30/12/2022,Feriado Municipal,MUNICIPAL,,SP,Barrinha 
5533,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Barueri 
5534,20/11/2022,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1639, de 01/03/2007",SP,Barueri 
5535,18/06/2022,Feriado Municipal,MUNICIPAL,,SP,Bastos 
5536,03/12/2022,Feriado Municipal,MUNICIPAL,,SP,Bastos 
5537,14/03/2022,Feriado Municipal,MUNICIPAL,,SP,Batatais 
5538,06/08/2022,Feriado Municipal,MUNICIPAL,,SP,Batatais 
5539,01/08/2022,Feriado Municipal,MUNICIPAL,,SP,Bauru 
5540,03/05/2022,Feriado Municipal,MUNICIPAL,,SP,Bebedouro 
5541,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Bebedouro 
5542,27/03/2022,Feriado Municipal,MUNICIPAL,,SP,Bento de Abreu 
5543,15/08/2022,Feriado Municipal,MUNICIPAL,,SP,Bento de Abreu 
5544,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Bento de Abreu 
5545,15/08/2022,Feriado Municipal,MUNICIPAL,,SP,Bernardino de Campos 
5546,09/10/2022,Aniversário do município,MUNICIPAL,,SP,Bernardino de Campos 
5547,19/05/2022,Emancipação,MUNICIPAL,Emancipação Político-administrativo,SP,Bertioga 
5548,24/06/2022,São João,MUNICIPAL,"Dia de São João Batista, padroeiro do município",SP,Bertioga 
5549,20/11/2022,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Bertioga 
5550,18/04/2022,Feriado Municipal,MUNICIPAL,,SP,Bilac 
5551,08/09/2022,Feriado Municipal,MUNICIPAL,,SP,Bilac 
5552,08/12/2022,Nossa Sra da Conceição,MUNICIPAL,Dia da Padroeira da Cidade,SP,Birigui 
5553,05/05/2022,Feriado Municipal,MUNICIPAL,,SP,Biritiba-Mirim 
5554,20/01/2022,Feriado Municipal,MUNICIPAL,,SP,Boa Esperança do Sul 
5555,21/07/2022,Feriado Municipal,MUNICIPAL,,SP,Boa Esperança do Sul 
5556,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Boa Esperança do Sul 
5557,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Bocaina 
5558,08/12/2022,Nossa Sra. Conceição,MUNICIPAL,Feriado de Nossa Senhora da Conceição,SP,Bocaina 
5559,09/09/2022,Feriado Municipal,MUNICIPAL,,SP,Bofete 
5560,20/11/2022,Dia da Consciência Negra - Lei no 1.914 de 04 de dezembro de 2007,MUNICIPAL,,SP,Bofete 
5561,16/08/2022,Feriado Municipal,MUNICIPAL,,SP,Boituva 
5562,06/09/2022,Feriado Municipal,MUNICIPAL,,SP,Boituva 
5563,22/05/2022,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Bom Jesus dos Perdões,SP,Bom Jesus dos Perdões 
5564,06/08/2022,Feriado Municipal,MUNICIPAL,,SP,Bom Jesus dos Perdões 
5565,31/03/2022,Feriado Municipal,MUNICIPAL,,SP,Borá 
5566,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Borá 
5567,20/01/2022,Feriado Municipal,MUNICIPAL,,SP,Borborema 
5568,21/03/2022,Feriado Municipal,MUNICIPAL,,SP,Borborema 
5569,20/11/2022,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 2471, de 10.10.2008",SP,Borborema 
5570,14/04/2022,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade,SP,Botucatu 
5571,15/04/2022,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Botucatu 
5572,16/06/2022,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Botucatu 
5573,26/07/2022,Dia de SantAnna,MUNICIPAL,Dia de SantAnna,SP,Botucatu 
5574,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Bragança Paulista 
5575,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Bragança Paulista 
5576,20/01/2022,Feriado Municipal,MUNICIPAL,,SP,Braúna 
5577,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Braúna 
5578,22/08/2022,Feriado Municipal,MUNICIPAL,,SP,Brodowski 
5579,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Brodowski 
5580,03/05/2022,Feriado Municipal,MUNICIPAL,,SP,Brotas 
5581,15/09/2022,Feriado Municipal,MUNICIPAL,,SP,Brotas 
5582,25/01/2022,Feriado Municipal,MUNICIPAL,,SP,Buri 
5583,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Buri 
5584,16/08/2022,Feriado Municipal,MUNICIPAL,,SP,Buri 
5585,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Buri 
5586,24/08/2022,Feriado Municipal,MUNICIPAL,,SP,Buritama 
5587,20/11/2022,"Dia da Consciência Negra - Lei No. 3.249, de 18 de novembro de 2008",MUNICIPAL,,SP,Buritama 
5588,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Buritama 
5589,28/07/2022,Feriado Municipal,MUNICIPAL,,SP,Buritizal 
5590,08/09/2022,Feriado Municipal,MUNICIPAL,,SP,Buritizal 
5591,06/08/2022,Feriado Municipal,MUNICIPAL,,SP,Cabrália Paulista 
5592,26/12/2022,Feriado Municipal,MUNICIPAL,,SP,Cabrália Paulista 
5593,24/03/2022,Feriado Municipal,MUNICIPAL,,SP,Cabreúva 
5594,15/09/2022,Feriado Municipal,MUNICIPAL,,SP,Cabreúva 
5595,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 1765 de 09 11 2006,SP,Cabreúva 
5596,14/04/2022,Feriado Municipal,MUNICIPAL,,SP,Caçapava 
5597,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Caçapava 
5598,09/03/2022,Feriado Municipal,MUNICIPAL,,SP,Cachoeira Paulista 
5599,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Cachoeira Paulista 
5600,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Cachoeira Paulista 
5601,15/04/2022,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Caconde 
5602,27/04/2022,Aniversário Ranieri Mazzilli,MUNICIPAL," Aniversário de Ranieri Mazzilli. Lei Municipal nº 2255, de 14 de dezembro de 2005",SP,Caconde 
5603,16/06/2022,Corpus Christi,MUNICIPAL,"conforme Lei Municipal nº 950, de 30 de setembro de 1969",SP,Caconde 
5604,08/12/2022,Aniversário da Cidade,MUNICIPAL,Aniversário do Município. Lei Municipal nº 841 de 31 de agosto de 1967,SP,Caconde 
5605,11/04/2022,Feriado Municipal,MUNICIPAL,,SP,Cafelândia 
5606,15/08/2022,Feriado Municipal,MUNICIPAL,,SP,Cafelândia 
5607,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Caiabu 
5608,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Caiabu 
5609,30/12/2022,Feriado Municipal,MUNICIPAL,,SP,Caiabu 
5610,13/06/2022,Dia de Santo Antônio,MUNICIPAL,Dia do Padroeiro da Cidade,SP,Caieiras 
5611,14/12/2022,Feriado Municipal,MUNICIPAL,,SP,Caieiras 
5612,19/03/2022,São José,MUNICIPAL,Dia de São José,SP,Caiuá 
5613,29/06/2022,Feriado Municipal,MUNICIPAL,,SP,Caiuá 
5614,20/01/2022,Feriado Municipal,MUNICIPAL,,SP,Cajamar 
5615,18/02/2022,Feriado Municipal,MUNICIPAL,,SP,Cajamar 
5616,19/05/2022,Feriado Municipal,MUNICIPAL,,SP,Cajati 
5617,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Cajati 
5618,13/05/2022,Feriado Municipal,MUNICIPAL,,SP,Cajobi 
5619,15/08/2022,Feriado Municipal,MUNICIPAL,,SP,Cajobi 
5620,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 1.993 de 20 de setembro de 2010,SP,Cajobi 
5621,20/01/2022,Feriado Municipal,MUNICIPAL,,SP,Cajuru 
5622,11/07/2022,Feriado Municipal,MUNICIPAL,,SP,Cajuru 
5623,18/08/2022,Feriado Municipal,MUNICIPAL,,SP,Cajuru 
5624,15/04/2022,Sexta-feira Santa,MUNICIPAL,"conforme Lei Municipal no 173, de 28 de junho de 1949",SP,Campinas 
5625,16/06/2022,Corpus Christi,MUNICIPAL,"conforme Lei Municipal no 173, de 28 de junho de 1949",SP,Campinas 
5626,20/11/2022,Consciência Negra,MUNICIPAL,"Dia da Consciência Negra, conforme Lei Municipal No 11.128 DE 14/01/2002",SP,Campinas 
5627,08/12/2022,N. Sra da Conceição,MUNICIPAL,"Padroeira de Campinas, Lei Municipal no 173, de 28 de junho de 1949",SP,Campinas 
5628,21/03/2022,Feriado Municipal,MUNICIPAL,,SP,Campo Limpo Paulista 
5629,29/04/2022,Feriado Municipal,MUNICIPAL,,SP,Campos do Jordão 
5630,01/10/2022,"Dia de Santa Teresinha do Menino Jesus, Padroeira da cidade",MUNICIPAL,,SP,Campos do Jordão 
5631,20/11/2022,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal N° 3028, de 27.12.2006",SP,Campos do Jordão 
5632,10/03/2022,Feriado Municipal,MUNICIPAL,,SP,Campos Novos Paulista 
5633,19/03/2022,São José,MUNICIPAL,Dia de São José,SP,Campos Novos Paulista 
5634,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Campos Novos Paulista 
5635,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Cananéia 
5636,12/08/2022,Feriado Municipal,MUNICIPAL,,SP,Cananéia 
5637,15/08/2022,Feriado Municipal,MUNICIPAL,,SP,Cananéia 
5638,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Cananéia 
5639,22/03/2022,Feriado Municipal,MUNICIPAL,,SP,Canas 
5640,24/05/2022,Feriado Municipal,MUNICIPAL,,SP,Canas 
5641,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 338 de 14 de novembro de 2007,SP,Canas 
5642,15/09/2022,Feriado Municipal,MUNICIPAL,,SP,Cândido Mota 
5643,18/02/2022,Feriado Municipal,MUNICIPAL,,SP,Cândido Rodrigues 
5644,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Cândido Rodrigues 
5645,16/08/2022,Feriado Municipal,MUNICIPAL,,SP,Cândido Rodrigues 
5646,02/04/2022,Feriado Municipal,MUNICIPAL,,SP,Capão Bonito 
5647,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Capão Bonito 
5648,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Capão Bonito 
5649,26/03/2022,Feriado Municipal,MUNICIPAL,,SP,Capela do Alto 
5650,29/05/2022,Feriado Municipal,MUNICIPAL,,SP,Capela do Alto 
5651,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Capivari 
5652,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 3994/2012,SP,Capivari 
5653,20/04/2022,Feriado Municipal,MUNICIPAL,,SP,Caraguatatuba 
5654,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Caraguatatuba 
5655,20/11/2022,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1402, de 14.06.2007",SP,Caraguatatuba 
5656,26/03/2022,Feriado Municipal,MUNICIPAL,,SP,Carapicuíba 
5657,29/06/2022,Feriado Municipal,MUNICIPAL,,SP,Carapicuíba 
5658,20/11/2022,Dia da Consciência Negra,MUNICIPAL,"Art. 220 da Lei Orgânica Municipal , alterada pela emenda 41/08",SP,Carapicuíba 
5659,20/01/2022,Feriado Municipal,MUNICIPAL,,SP,Cardoso 
5660,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Cardoso 
5661,15/09/2022,Feriado Municipal,MUNICIPAL,,SP,Casa Branca 
5662,06/01/2022,Feriado Municipal,MUNICIPAL,,SP,Cássia dos Coqueiros 
5663,18/02/2022,Feriado Municipal,MUNICIPAL,,SP,Cássia dos Coqueiros 
5664,22/05/2022,Feriado Municipal,MUNICIPAL,,SP,Cássia dos Coqueiros 
5665,29/06/2022,Feriado Municipal,MUNICIPAL,,SP,Cássia dos Coqueiros 
5666,19/03/2022,São José,MUNICIPAL,Dia de São José,SP,Castilho 
5667,10/08/2022,Feriado Municipal,MUNICIPAL,,SP,Castilho 
5668,14/04/2022,Aniversário do município,MUNICIPAL,,SP,Catanduva 
5669,08/08/2022,São Domingos,MUNICIPAL,"Dia de São Domingos, padroeiro da cidade",SP,Catanduva 
5670,20/01/2022,Feriado Municipal,MUNICIPAL,,SP,Catiguá 
5671,03/05/2022,Feriado Municipal,MUNICIPAL,,SP,Catiguá 
5672,04/07/2022,Feriado Municipal,MUNICIPAL,,SP,Catiguá 
5673,21/06/2022,Feriado Municipal,MUNICIPAL,,SP,Cedral 
5674,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Cedral 
5675,01/10/2022,S. Teresinha do Menino Jesus,MUNICIPAL,Padroeira da cidade,SP,Cerqueira César 
5676,10/10/2022,Aniversário da cidade,MUNICIPAL,,SP,Cerqueira César 
5677,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Cerqueira César 
5678,19/03/2022,São José,MUNICIPAL,Dia de São José,SP,Cerquilho 
5679,03/04/2022,Feriado Municipal,MUNICIPAL,,SP,Cerquilho 
5680,03/05/2022,Feriado Municipal,MUNICIPAL,,SP,Cesário Lange 
5681,14/09/2022,Feriado Municipal,MUNICIPAL,,SP,Cesário Lange 
5682,20/11/2022,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1278, de 05.12.2008",SP,Charqueada 
5683,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Charqueada 
5684,20/11/2022,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 2920, de 2009",SP,Chavantes 
5685,04/12/2022,Feriado Municipal,MUNICIPAL,,SP,Chavantes 
5686,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Clementina 
5687,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Clementina 
5688,19/03/2022,São José,MUNICIPAL,Dia de São José,SP,Colina 
5689,15/04/2022,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Colina 
5690,16/06/2022,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Colina 
5691,20/11/2022,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Colina 
5692,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Colina 
5693,18/02/2022,Feriado Municipal,MUNICIPAL,,SP,Colômbia 
5694,16/07/2022,Feriado Municipal,MUNICIPAL,,SP,Colômbia 
5695,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Colômbia 
5696,09/04/2022,Feriado Municipal,MUNICIPAL,,SP,Conchal 
5697,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Conchas 
5698,06/08/2022,Feriado Municipal,MUNICIPAL,,SP,Conchas 
5699,04/12/2022,Feriado Municipal,MUNICIPAL,,SP,Conchas 
5700,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Cordeirópolis 
5701,20/11/2022,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal N° 2021, de 27.03.2001",SP,Cordeirópolis 
5702,20/01/2022,Feriado Municipal,MUNICIPAL,,SP,Coroados 
5703,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Coroados 
5704,21/03/2022,Feriado Municipal,MUNICIPAL,,SP,Coronel Macedo 
5705,05/04/2022,Feriado Municipal,MUNICIPAL,,SP,Coronel Macedo 
5706,06/06/2022,Feriado Municipal,MUNICIPAL,,SP,Coronel Macedo 
5707,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Coronel Macedo 
5708,19/03/2022,São José,MUNICIPAL,Dia de São José,SP,Corumbataí 
5709,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Corumbataí 
5710,30/11/2022,Aniversário do Município,MUNICIPAL,,SP,Cosmópolis 
5711,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Cosmorama 
5712,02/04/2022,Feriado Municipal,MUNICIPAL,,SP,Cotia 
5713,08/09/2022,Feriado Municipal,MUNICIPAL,,SP,Cotia 
5714,19/03/2022,São José,MUNICIPAL,Dia de São José,SP,Cravinhos 
5715,28/07/2022,Feriado Municipal,MUNICIPAL,,SP,Cristais Paulista 
5716,15/08/2022,Feriado Municipal,MUNICIPAL,,SP,Cristais Paulista 
5717,20/11/2022,Dia da,MUNICIPAL,,SP,Cristais Paulista 
5718,04/04/2022,Feriado Municipal,MUNICIPAL,,SP,Cruzália 
5719,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Cruzália 
5720,02/10/2022,Dia do município,MUNICIPAL,Homenagem ao aniversário de emancipação políticoadministrativa da cidade,SP,Cruzeiro 
5721,08/12/2022,Padroeira,MUNICIPAL,"Dia de Nossa Senhora Imaculada Conceição, conforme Lei Municipal 0803/1967",SP,Cruzeiro 
5722,09/04/2022,Feriado Municipal,MUNICIPAL,,SP,Cubatão 
5723,15/08/2022,Feriado Municipal,MUNICIPAL,,SP,Cubatão 
5724,19/03/2022,São José,MUNICIPAL,Dia de São José,SP,Cunha 
5725,20/04/2022,Feriado Municipal,MUNICIPAL,,SP,Cunha 
5726,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Cunha 
5727,08/09/2022,Feriado Municipal,MUNICIPAL,,SP,Descalvado 
5728,15/04/2022,Sexta-feira Santa,MUNICIPAL,,SP,Diadema 
5729,16/06/2022,Corpus Christi,MUNICIPAL,,SP,Diadema 
5730,20/11/2022,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 2573/06,SP,Diadema 
5731,08/12/2022,"Aniversário da cidade e Dia da Imaculada Conceição, padroeira da cidade",MUNICIPAL,,SP,Diadema 
5732,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Divinolândia 
5733,30/12/2022,Feriado Municipal,MUNICIPAL,,SP,Divinolândia 
5734,02/04/2022,Feriado Municipal,MUNICIPAL,,SP,Dobrada 
5735,04/02/2022,Feriado Municipal,MUNICIPAL,,SP,Dois Córregos 
5736,06/01/2022,Feriado Municipal,MUNICIPAL,,SP,Dolcinópolis 
5737,13/06/2022,Dia de Santo Antônio,MUNICIPAL,,SP,Dolcinópolis 
5738,19/05/2022,Feriado Municipal,MUNICIPAL,,SP,Dourado 
5739,24/06/2022,Feriado Municipal,MUNICIPAL,,SP,Dourado 
5740,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Dracena 
5741,11/12/2022,Feriado Municipal,MUNICIPAL,,SP,Duartina 
5742,13/12/2022,Feriado Municipal,MUNICIPAL,,SP,Duartina 
5743,21/03/2022,Feriado Municipal,MUNICIPAL,,SP,Dumont 
5744,20/11/2022,Dia da Consciência Negra,MUNICIPAL,,SP,Dumont 
5745,08/12/2022,Feriado Municipal,MUNICIPAL,,SP,Dumont 
5746,30/11/2022,Feriado Municipal,MUNICIPAL,,SP,Echaporã 
5747,10/03/2022,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Eldorado,SP,Eldorado 
5748,15/04/2022,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Eldorado 
5749,08/09/2022,Dia da Padroeira,MUNICIPAL,Dia da Padroeira,SP,Eldorado 
5750,20/11/2022,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Eldorado 
5751,19/03/2022,São José,MUNICIPAL,Dia de São José,SP,Elias Fausto 
5752,30/11/2022,Feriado Municipal,MUNICIPAL,,SP,Elias Fausto 
5753,09/01/2022,Feriado Municipal,MUNICIPAL,,SP,Embaúba 
5754,08/09/2022,Feriado Municipal,MUNICIPAL,,SP,Embaúba 
5755,18/02/2022,Aniversário da Cidade,MUNICIPAL,Aniversário de Emancipação Política,SP,Embu das Artes 
5756,15/04/2022,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Embu das Artes 
