,data,nome_feriado,tipo_feriado,descricao_feriado,UF,Cidade
0,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Adolfo 
1,06/08/2018,Aniversário,MUNICIPAL,Aniversário de Aguaí,SP,Aguaí 
2,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal Nº 2130, de 10.12.2008",SP,Aguaí 
3,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1818, de 2009",SP,Águas da Prata 
4,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 1354 de 21/11/2006,SP,Águas de São Pedro 
5,20/11/2018,Dia da Consciência Negra,MUNICIPAL, Lei Municipal nº 2.533/2010,SP,Alfredo Marcondes 
6,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal no 1.586, de 13/11/2007",SP,Altinópolis 
7,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Álvares Machado 
8,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Americana 
9,31/05/2018,Corpus Christi,MUNICIPAL,Dia de Corpus Christi,SP,Americana 
10,18/11/2018,Dia da Consciência Negra,MUNICIPAL,Comemorações do Dia da Consciência Negra em Americana ocorrem no Terceiro Domingo do mês de Novembro,SP,Americana 
11,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 00022/2007,SP,Américo Brasiliense 
12,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 03043/2004,SP,Amparo 
13,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 03410/2006,SP,Aparecida 
14,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 06924/07,SP,Araçatuba 
15,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No. 1.675 DE 14 de setembro de 2009,SP,Araçoiaba da Serra 
16,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Arandu 
17,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 06633/07,SP,Araraquara 
18,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No. 4.258/2009,SP,Araras 
19,01/04/2018,Páscoa,MUNICIPAL,"A Páscoa é um evento religioso cristão, normalmente considerado pelas igrejas ligadas a esta corrente religiosa como a maior e a mais importante festa da Cristandade. Na Páscoa os cristãos celebram a Ressurreição de Jesus Cristo depois da sua morte.",SP,Arealva 
20,30/03/2018,Sexta-Feira Santa,MUNICIPAL,"Sexta-Feira Santa conforme Lei 978/67, de 03 de Maio de 1967",SP,Atibaia 
21,31/05/2018,Corpus Christi,MUNICIPAL,"Corpus Christi conforme Lei 978/67, de 03 de Maio de 1967",SP,Atibaia 
22,24/06/2018,Aniversário da Cidade,MUNICIPAL,"Aniversário de Atibaia, conforme Lei 978/67, de 03 de Maio de 1967",SP,Atibaia 
23,02/11/2018,Finados,MUNICIPAL,"Dia de Finados, conforme Lei 978/67, de 03 de Maio de 1967",SP,Atibaia 
24,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 0004 de 03/03/2009,SP,Bananal 
25,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Barra Bonita 
26,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 4151, de 04.02.2009",SP,Barretos 
27,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1639, de 01/03/2007",SP,Barueri 
28,19/05/2018,Emancipação,MUNICIPAL,Emancipação Político-administrativo,SP,Bertioga 
29,24/06/2018,São João,MUNICIPAL,"Dia de São João Batista, padroeiro do município",SP,Bertioga 
30,20/11/2018,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Bertioga 
31,08/12/2018,Nossa Sra da Conceição,MUNICIPAL,Dia da Padroeira da Cidade,SP,Birigui 
32,08/12/2018,Nossa Sra. Conceição,MUNICIPAL,Feriado de Nossa Senhora da Conceição,SP,Bocaina 
33,22/05/2018,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Bom Jesus dos Perdões,SP,Bom Jesus dos Perdões 
34,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 2471, de 10.10.2008",SP,Borborema 
35,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Botucatu 
36,14/04/2018,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade,SP,Botucatu 
37,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Botucatu 
38,26/07/2018,Dia de SantAnna,MUNICIPAL,Dia de SantAnna,SP,Botucatu 
39,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 1765 de 09 11 2006,SP,Cabreúva 
40,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Caconde 
41,27/04/2018,Aniversário Ranieri Mazzilli,MUNICIPAL," Aniversário de Ranieri Mazzilli. Lei Municipal nº 2255, de 14 de dezembro de 2005",SP,Caconde 
42,31/05/2018,Corpus Christi,MUNICIPAL,"conforme Lei Municipal nº 950, de 30 de setembro de 1969",SP,Caconde 
43,08/12/2018,Aniversário da Cidade,MUNICIPAL,Aniversário do Município. Lei Municipal nº 841 de 31 de agosto de 1967,SP,Caconde 
44,13/06/2018,Dia de Santo Antônio,MUNICIPAL,Dia do Padroeiro da Cidade,SP,Caieiras 
45,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Caiuá 
46,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 1.993 de 20 de setembro de 2010,SP,Cajobi 
47,30/03/2018,Sexta-feira Santa,MUNICIPAL,"conforme Lei Municipal no 173, de 28 de junho de 1949",SP,Campinas 
48,31/05/2018,Corpus Christi,MUNICIPAL,"conforme Lei Municipal no 173, de 28 de junho de 1949",SP,Campinas 
49,20/11/2018,Consciência Negra,MUNICIPAL,"Dia da Consciência Negra, conforme Lei Municipal No 11.128 DE 14/01/2002",SP,Campinas 
50,08/12/2018,N. Sra da Conceição,MUNICIPAL,"Padroeira de Campinas, Lei Municipal no 173, de 28 de junho de 1949",SP,Campinas 
51,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal N° 3028, de 27.12.2006",SP,Campos do Jordão 
52,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Campos Novos Paulista 
53,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 338 de 14 de novembro de 2007,SP,Canas 
54,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 3994/2012,SP,Capivari 
55,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1402, de 14.06.2007",SP,Caraguatatuba 
56,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Art. 220 da Lei Orgânica Municipal , alterada pela emenda 41/08",SP,Carapicuíba 
57,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Castilho 
58,08/08/2018,São Domingos,MUNICIPAL,"Dia de São Domingos, padroeiro da cidade",SP,Catanduva 
59,01/10/2018,S. Teresinha do Menino Jesus,MUNICIPAL,Padroeira da cidade,SP,Cerqueira César 
60,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Cerquilho 
61,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1278, de 05.12.2008",SP,Charqueada 
62,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 2920, de 2009",SP,Chavantes 
63,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Colina 
64,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Colina 
65,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Colina 
66,20/11/2018,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Colina 
67,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal N° 2021, de 27.03.2001",SP,Cordeirópolis 
68,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Corumbataí 
69,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Cravinhos 
70,02/10/2018,Dia do município,MUNICIPAL,Homenagem ao aniversário de emancipação políticoadministrativa da cidade,SP,Cruzeiro 
71,08/12/2018,Padroeira,MUNICIPAL,"Dia de Nossa Senhora Imaculada Conceição, conforme Lei Municipal 0803/1967",SP,Cruzeiro 
72,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Cunha 
73,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 2573/06,SP,Diadema 
74,10/03/2018,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Eldorado,SP,Eldorado 
75,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Eldorado 
76,08/09/2018,Dia da Padroeira,MUNICIPAL,Dia da Padroeira,SP,Eldorado 
77,20/11/2018,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Eldorado 
78,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Elias Fausto 
79,18/02/2018,Aniversário da Cidade,MUNICIPAL,Aniversário de Emancipação Política,SP,Embu das Artes 
80,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Embu das Artes 
81,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal no 2.285, de 09.11.2007",SP,Embu das Artes 
82,28/03/2018,Aniversário da Cidade,MUNICIPAL,Aniversário de Embu-Guaçu,SP,Embu-Guaçu 
83,30/03/2018,Sexta-Feira Santa,MUNICIPAL,"Feriado Municipal, segundo lei Lei nº 1917/2004",SP,Embu-Guaçu 
84,31/05/2018,Cospus Christi,MUNICIPAL,"Feriado Municipal, segundo lei Lei nº 1917/2004",SP,Embu-Guaçu 
85,01/10/2018,Santa Terezinha,MUNICIPAL,"Dia de Santa Terezinha, padroeira da cidade",SP,Embu-Guaçu 
86,19/05/2018,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Engenheiro Coelho,SP,Engenheiro Coelho 
87,29/06/2018,Dia de São Pedro,MUNICIPAL,"Dia de São Pedro, padroeiro do Município",SP,Engenheiro Coelho 
88,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Engenheiro Coelho 
89,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Estiva Gerbi 
90,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Euclides da Cunha Paulista 
91,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal nº 3165 de 16/05/2013,SP,Ferraz de Vasconcelos 
92,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Flora Rica 
93,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 007/2007,SP,Flórida Paulista 
94,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Florínia 
95,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 6730/2006,SP,Franca 
96,08/12/2018,Dia da Padroeira,MUNICIPAL,"Dia da Padroeira da Cidade, Nossa Senhora da Conceição",SP,Franca 
97,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 2.129 17.06.2005,SP,Francisco Morato 
98,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 535/2005,SP,Franco da Rocha 
99,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Gália 
100,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 2.082 de 9 de março de 2009,SP,Getulina 
101,19/03/2018,Dia de São José,MUNICIPAL,"Dia de São José, padroeiro da Cidade",SP,Guapiara 
102,24/12/2018,Elevação a Município,MUNICIPAL,Elevação de Guapiara a Município - Lei Municipal 1.342/2002,SP,Guapiara 
103,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Guaratinguetá 
104,13/06/2018,Dia de Santo Antônio,MUNICIPAL,"Aniversário da cidade e dia de Santo Antônio, padroeiro",SP,Guaratinguetá 
105,25/10/2018,Dia de Frei Galvão,MUNICIPAL,"Dia de Frei Galvão, Lei nº 4.025 de 14/04/08",SP,Guaratinguetá 
106,15/01/2018,Santo Amaro,MUNICIPAL,"Dia de Santo Amaro, padroeiro da cidade",SP,Guarujá 
107,30/03/2018,Sexta-feira santa,MUNICIPAL,Sexta-feira santa,SP,Guarujá 
108,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Guarujá 
109,02/11/2018,Finados,MUNICIPAL,Dia de Finados,SP,Guarujá 
110,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 3784, de 11.11.2009",SP,Guarujá 
111,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 5950/03,SP,Guarulhos 
112,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Holambra 
113,25/05/2018,Divino Esp. Santo,MUNICIPAL,"Divino Espírito Santo, padroeiro da cidade",SP,Holambra 
114,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Holambra 
115,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 958 de 31.10.2001,SP,Hortolândia 
116,26/07/2018,São Joaquim,MUNICIPAL,Padroeiro do município,SP,Igaraçu do Tietê 
117,30/03/2018,Sexta-feira da Paixão,MUNICIPAL,Sexta-feira da Paixão,SP,Ilha Comprida 
118,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Ilha Comprida 
119,27/10/2018,Emancipação do município,MUNICIPAL,Comemoração da Emancipação Política Administrativa do Município,SP,Ilha Comprida 
120,08/12/2018,Imaculada Conceição,MUNICIPAL,Padroeira do Município,SP,Ilha Comprida 
121,04/10/2018,S. Francisco de Assis,MUNICIPAL,"Dia de São Francisco de Assis, conforme lei Nº 787, de 27 de Setembro de 2001",SP,Ilha Solteira 
122,20/11/2018,Consciência Negra,MUNICIPAL,"Dia da Consciência Negra, conforme lei Nº 1987, de 13 de Novembro de 2012",SP,Ilha Solteira 
123,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Ilhabela 
124,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Ilhabela 
125,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 451, de 2007",SP,Ilhabela 
126,27/04/2018,Aniversário da Cidade,MUNICIPAL,Comemoração de Aniversário da cidade transferido para esta data,SP,Itaberá 
127,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Itajobi 
128,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1713, de 2008",SP,Itapecerica da Serra 
129,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1699, de 8.12.2004",SP,Itapevi 
130,15/08/2018,Divino Espírito Santo,MUNICIPAL,Dia do Padroeiro,SP,Itápolis 
131,20/10/2018,Aniversário da cidade,MUNICIPAL,Emancipação política de Itápolis,SP,Itápolis 
132,30/03/2018,Sexta-Feira Santa,MUNICIPAL,"Sexta-Feria Santa, feriado municipal",SP,Itaquaquecetuba 
133,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Itaquaquecetuba 
134,08/09/2018,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade,SP,Itaquaquecetuba 
135,20/11/2018,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Itaquaquecetuba 
136,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 3951, de 1997",SP,Itatiba 
137,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Itatinga 
138,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Itatinga 
139,24/07/2018,Aniversário da Cidade,MUNICIPAL,Aniversário de Itatinga,SP,Itatinga 
140,02/11/2018,Finados,MUNICIPAL,Finados,SP,Itatinga 
141,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 624, de 2005",SP,Itu 
142,20/01/2018,São Sebastião,MUNICIPAL,"Dia de São Sebastião, padroeiro da Cidade. Lei nº 262/80",SP,Itupeva 
143,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa. Lei nº 262/80,SP,Itupeva 
144,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi. Lei nº 262/80,SP,Itupeva 
145,20/11/2018,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Itupeva 
146,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 1567 de 03 12 2004,SP,Jaguariúna 
147,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1.399, de 20 de março de 2009",SP,Jambeiro 
148,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1713, de maio de 2008",SP,Jandira 
149,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1760, de 12.03.2008",SP,Jarinu 
150,15/08/2018,Aniversário da Cidade,MUNICIPAL,Aniversário do município,SP,Jaú 
151,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 4316, de 2009",SP,Jaú 
152,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,João Ramalho 
153,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 1498 DE 08 de novembro de 2007,SP,Juquitiba 
154,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 2780, de 2003",SP,Leme 
155,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 2780, de 2003",SP,Limeira 
156,20/01/2018,Dia do padroeiro,MUNICIPAL,"Dia de São Sebastião, padroeiro da cidade.",SP,Louveira 
157,21/03/2018,Aniversário da cidade,MUNICIPAL,Emancipação Político-administrativa,SP,Louveira 
158,30/03/2018,Sexta-feira da Paixão,MUNICIPAL,Sexta-feira da Paixão,SP,Louveira 
159,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Louveira 
160,20/11/2018,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Louveira 
161,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Mairinque 
162,27/03/2018,Aniversário do Município,MUNICIPAL,Aniversário do Município ,SP,Mairiporã 
163,15/09/2018,Nossa Sra do Desterro,MUNICIPAL,Dia de Nossa Senhora do Desterro,SP,Mairiporã 
164,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 3878, de 20.11.2005",SP,Mauá 
165,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Meridiano 
166,01/10/2018,Santa Terezinha,MUNICIPAL,Padroeira do município,SP,Mirante do Paranapanema 
167,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 566, de 2004",SP,Mococa 
168,30/03/2018,Sexta-Feira Santa,MUNICIPAL,"Sexta-Feira Santa, segundo lei nº 585, de 18/04/1967",SP,Monte Alto 
169,15/05/2018,Aniversário da Cidade,MUNICIPAL,"Aniversário da Cidade de Monte Alto, segundo lei nº 585, de 18/04/1967",SP,Monte Alto 
170,06/08/2018,Dia do Padroeiro,MUNICIPAL,"Dia do Padroeiro da Cidade, segundo lei nº 585, de 18/04/1967",SP,Monte Alto 
171,02/11/2018,Finados,MUNICIPAL,"Dia de Finados, segundo lei nº 585, de 18/04/1967",SP,Monte Alto 
172,30/03/2018,Sexta-feira da Paixão,MUNICIPAL,Sexta-feira da Paixão,SP,Monte Mor 
173,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Monte Mor 
174,15/08/2018,N. Sra. do Patrocínio,MUNICIPAL,Padroeira do município,SP,Monte Mor 
175,02/11/2018,Finados,MUNICIPAL,Dia de Finados,SP,Monte Mor 
176,20/11/2018,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Monte Mor 
177,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Morro Agudo 
178,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Murutinga do Sul 
179,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Novo Horizonte 
180,02/03/2018,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Olímpia,SP,Olímpia 
181,24/06/2018,São João Batista,MUNICIPAL,"Dia do Padroeiro da Cidade, São João Batista",SP,Olímpia 
182,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Orlândia 
183,19/02/2018,Emancipação de Osasco,MUNICIPAL,Aniversário da Emancipação do Município,SP,Osasco 
184,30/03/2018,Sexta-feira Santa,MUNICIPAL,"conforme Decreto 10.933, de 20 de dezembro de 2013",SP,Osasco 
185,31/05/2018,Corpus Christi,MUNICIPAL,"conforme Decreto 10.933, de 20 de dezembro de 2013",SP,Osasco 
186,13/06/2018,Dia de Santo Antônio,MUNICIPAL, Padroeiro de Osasco,SP,Osasco 
187,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Osvaldo Cruz 
188,20/01/2018,"Fundação da cidade de Palmital e dia de São Sebastião, padroeiro da cidade",MUNICIPAL,Conforme a Lei nº 2177 de 22 de dezembro de 2006,SP,Palmital 
189,30/03/2018,Sexta-feira da Paixão,MUNICIPAL,Conforme a Lei nº 2177 de 22 de dezembro de 2006,SP,Palmital 
190,31/05/2018,Corpus Christi,MUNICIPAL,Conforme a Lei nº 2177 de 22 de dezembro de 2006,SP,Palmital 
191,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Conforme a Lei nº 2177 de 22 de dezembro de 2006,SP,Palmital 
192,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Panorama 
193,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Feriado em Homenagem a Zumbi dos Palmares,SP,Panorama 
194,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 823/08 de 21 de agosto de 2.008,SP,Paraíso 
195,20/01/2018,São Sebastião,MUNICIPAL,"Dia de São Sebastião, padroeiro da Cidade, conforme lei Nº 03, de 15 de abril de 1983",SP,Pedra Bela 
196,06/04/2018,Aniversário do Município,MUNICIPAL,"Aniversário da Cidade de Pedra Bela, conforme lei Nº 03, de 15 de abril de 1983",SP,Pedra Bela 
197,09/08/2018,Nossa Sra da Pedra,MUNICIPAL,"Dia de Nossa Senhora da Pedra, conforme lei 321, de 29 de setembro de 2010.",SP,Pedra Bela 
198,20/11/2018,Consciência Negra,MUNICIPAL,"Dia da Consciência Negra, conforme lei 489, de 29 de maio de 2015",SP,Pedra Bela 
199,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Pedranópolis 
200,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Emenda a Lei Orgânica do Município no 30/08,SP,Pedreira 
201,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1.017, de 20 de Dezembro de 2006",SP,Pedro de Toledo 
202,04/10/2018,São Francisco de Assis,MUNICIPAL,Padroeiro do município,SP,Penápolis 
203,11/08/2018,Aniversário da Cidade,MUNICIPAL,Aniversário de Fundação de Pereira Barreto,SP,Pereira Barreto 
204,03/12/2018,São Francisco Xavier,MUNICIPAL,Dia do Padroeiro da cidade,SP,Pereira Barreto 
205,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Piacatu 
206,30/03/2018,Paixão de Cristo,MUNICIPAL,Dia da Paixão de Cristo,SP,Pindamonhangaba 
207,02/04/2018,São Benedito,MUNICIPAL,Dia de São Benedito,SP,Pindamonhangaba 
208,08/09/2018,N. Sra do Bom Sucesso,MUNICIPAL,Dia de Nossa Senhora do Bom Sucesso,SP,Pindamonhangaba 
209,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 5242/2003,SP,Piracicaba 
210,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 855, de 28 de março de 2007",SP,Pirapora do Bom Jesus 
211,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Pongaí 
212,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal 4.530, 05/11/2007",SP,Porto Feliz 
213,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Ribeirão Pires 
214,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 4.653/2002,SP,Ribeirão Pires 
215,20/01/2018,São Sebastião,MUNICIPAL,"Dia de São Sebastião, padroeiro da cidade, conforme Lei 11919/09 de 10/03/2009",SP,Ribeirão Preto 
216,30/03/2018,Sexta-feira Santa,MUNICIPAL,conforme Lei 11919/09 de 10/03/2009,SP,Ribeirão Preto 
217,31/05/2018,Corpus Christi,MUNICIPAL,conforme Lei 11919/09 de 10/03/2009,SP,Ribeirão Preto 
218,19/06/2018,Aniversário da cidade,MUNICIPAL,Santa Juliana Falconieri,SP,Ribeirão Preto 
219,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 1657/2007,SP,Rincão 
220,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 03718/2006,SP,Rio Claro 
221,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Salesópolis 
222,08/09/2018,Nossa Sra Mont Serrat,MUNICIPAL,Dia da Padroeira da Cidade,SP,Salto 
223,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 2933, de 2009",SP,Salto 
224,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 535 de 05 de dezembro de 2007,SP,Santa Albertina 
225,04/12/2018,Santa Bárbara,MUNICIPAL,"Dia de Santa Bárbara, padroeira da cidade",SP,Santa Bárbara d'Oeste 
226,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 2396/2007,SP,Santa Isabel 
227,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Santa Rosa de Viterbo 
228,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Santa Rosa de Viterbo 
229,04/09/2018,Aniversário da Cidade,MUNICIPAL,Aniversário de Santa Rosa de Viterbo,SP,Santa Rosa de Viterbo 
230,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal no 3113/07 de 27 de junho de 2007,SP,Santa Rosa de Viterbo 
231,30/03/2018,Sexta-feira Santa,MUNICIPAL,"conforme Decreto 16.465, DE 18 de dezembro de 2013",SP,Santo André 
232,31/05/2018,Corpus Christi,MUNICIPAL,"conforme Decreto 16.465, DE 18 de dezembro de 2013",SP,Santo André 
233,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 8578, de 12.02.2003",SP,Santo André 
234,26/01/2018,Aniversário da Cidade,MUNICIPAL,Feriado para Comemoração do Aniversário da Cidade de Santos,SP,Santos 
235,08/09/2018,N. Sra do Monte Serrat,MUNICIPAL,Feriado em Comemoração ao dia de Nossa Senha de Monte Serrat,SP,Santos 
236,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Art.245 da Lei Orgânica do Município,SP,Santos 
237,30/03/2018,Sexta-feira santa,MUNICIPAL,Sexta-feira santa,SP,São Bernardo do Campo 
238,31/05/2018,Corpus Christi,MUNICIPAL,conforme Decreto 18.735 de 19 de dezembro de 2013,SP,São Bernardo do Campo 
239,16/11/2018,Consciência Negra,MUNICIPAL,Antecipação da Comemoração do Dia da Consciência Negra,SP,São Bernardo do Campo 
240,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 4446, de 2009",SP,São Caetano do Sul 
241,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1982, de 2006",SP,São João da Boa Vista 
242,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,São José da Bela Vista 
243,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,São José do Barreiro 
